BUSINESS_DATE,DVP_TOTAL_AMOUNT,GC_TOTAL_AMOUNT,TOTAL_REPO_AMOUNT,TOTAL_REVERSE_REPO_AMOUNT,TOTAL_AMOUNT
"12/08/2023","$746,432,689,829.24","$140,291,168,641.34","$329,342,341,706.56","$557,381,516,764.02","$886,723,858,470.58" 
"12/07/2023","$769,528,842,808.78","$136,754,417,585.82","$354,406,089,165.36","$551,877,171,229.24","$906,283,260,394.60" 
"12/06/2023","$763,993,380,255.35","$139,743,058,082.98","$345,594,287,442.90","$558,142,150,895.43","$903,736,438,338.33" 
"12/05/2023","$765,830,459,652.00","$139,744,875,771.83","$349,674,264,905.17","$555,901,070,518.66","$905,575,335,423.83" 
"12/04/2023","$759,877,876,757.46","$140,716,950,125.60","$333,969,992,441.50","$566,624,834,441.56","$900,594,826,883.06" 
"12/01/2023","$785,127,935,997.81","$138,751,976,609.91","$346,677,761,708.04","$577,202,150,899.68","$923,879,912,607.72" 
"11/30/2023","$817,823,383,800.81","$125,712,372,739.31","$378,881,006,893.58","$564,654,749,646.54","$943,535,756,540.12" 
"11/29/2023","$686,300,384,605.16","$125,710,122,237.55","$314,395,985,215.08","$497,614,521,627.63","$812,010,506,842.71" 
"11/28/2023","$698,162,631,043.09","$140,207,141,222.10","$317,072,611,424.27","$521,297,160,840.92","$838,369,772,265.19" 
"11/27/2023","$695,685,856,570.37","$140,903,572,068.07","$305,636,113,255.27","$530,953,315,383.17","$836,589,428,638.44" 
"11/24/2023","$696,496,983,943.46","$140,948,028,111.95","$312,384,036,391.45","$525,060,975,663.96","$837,445,012,055.41" 
"11/22/2023","$689,268,297,910.31","$139,927,787,918.87","$322,744,469,132.27","$506,451,616,696.91","$829,196,085,829.18" 
"11/21/2023","$685,965,047,733.21","$141,906,719,366.51","$325,679,744,216.13","$502,192,022,883.59","$827,871,767,099.72" 
"11/20/2023","$670,039,125,696.90","$140,907,953,421.98","$320,330,437,744.98","$490,616,641,373.90","$810,947,079,118.88" 
"11/17/2023","$700,615,996,325.95","$139,445,244,009.01","$334,067,807,438.08","$505,993,432,896.88","$840,061,240,334.96" 
"11/16/2023","$698,640,327,920.66","$141,400,260,935.92","$313,357,844,025.92","$526,682,744,830.66","$840,040,588,856.58" 
"11/15/2023","$697,603,786,878.75","$139,404,528,474.31","$315,037,341,451.37","$521,970,973,901.69","$837,008,315,353.06" 
"11/14/2023","$649,805,944,647.69","$136,895,395,691.17","$296,102,690,578.59","$490,598,649,760.27","$786,701,340,338.86" 
"11/13/2023","$617,489,590,820.44","$135,395,959,273.18","$275,683,855,560.24","$477,201,694,533.38","$752,885,550,093.62" 
"11/10/2023","$628,870,781,501.33","$133,434,999,136.17","$285,368,788,913.33","$476,936,991,724.17","$762,305,780,637.50" 
"11/09/2023","$684,760,797,682.29","$134,399,929,171.09","$306,420,892,637.71","$512,739,834,215.67","$819,160,726,853.38" 
"11/08/2023","$651,874,444,473.02","$133,399,014,555.62","$291,851,688,317.41","$493,421,770,711.23","$785,273,459,028.64" 
"11/07/2023","$681,241,148,362.56","$135,415,131,542.66","$297,579,200,772.72","$519,077,079,132.50","$816,656,279,905.22" 
"11/06/2023","$672,691,930,665.90","$133,404,331,019.28","$295,165,283,719.09","$510,930,977,966.09","$806,096,261,685.18" 
"11/03/2023","$647,535,932,688.03","$132,435,035,575.71","$288,939,811,931.20","$491,031,156,332.54","$779,970,968,263.74" 
"11/02/2023","$674,843,977,752.19","$132,190,016,526.34","$301,049,563,969.60","$505,984,430,308.93","$807,033,994,278.53" 
"11/01/2023","$695,618,719,199.75","$128,361,037,599.26","$311,456,847,128.21","$512,522,909,670.80","$823,979,756,799.01" 
"10/31/2023","$746,067,079,614.14","$121,360,536,585.88","$354,298,151,053.48","$513,129,465,146.54","$867,427,616,200.02" 
"10/30/2023","$619,017,196,156.11","$129,861,983,013.38","$297,380,319,623.59","$451,498,859,545.90","$748,879,179,169.49" 
"10/27/2023","$594,734,845,715.30","$139,905,845,883.35","$269,894,555,388.18","$464,746,136,210.47","$734,640,691,598.65" 
"10/26/2023","$591,183,867,246.83","$144,360,869,293.51","$260,638,137,395.71","$474,906,599,144.63","$735,544,736,540.34" 
"10/25/2023","$583,090,268,736.47","$138,394,275,803.63","$255,380,100,009.23","$466,104,444,530.87","$721,484,544,540.10" 
"10/24/2023","$566,198,011,009.48","$135,402,145,273.59","$254,789,071,351.69","$446,811,084,931.38","$701,600,156,283.07" 
"10/23/2023","$540,519,252,039.36","$135,391,620,352.19","$242,412,921,294.77","$433,497,951,096.78","$675,910,872,391.55" 
"10/20/2023","$560,041,124,168.32","$135,427,405,178.36","$258,960,045,181.34","$436,508,484,165.34","$695,468,529,346.68" 
"10/19/2023","$579,593,607,087.13","$136,891,714,287.41","$259,526,232,675.71","$456,959,088,698.83","$716,485,321,374.54" 
"10/18/2023","$562,646,540,833.48","$145,856,663,029.68","$246,865,048,605.55","$461,638,155,257.61","$708,503,203,863.16" 
"10/17/2023","$613,165,273,635.12","$150,467,349,340.60","$260,446,896,207.13","$503,185,726,768.59","$763,632,622,975.72" 
"10/16/2023","$622,880,214,551.20","$144,057,029,716.40","$269,864,404,858.73","$497,072,839,408.87","$766,937,244,267.60" 
"10/13/2023","$601,880,219,933.67","$144,098,386,196.59","$251,626,062,795.00","$494,352,543,335.26","$745,978,606,130.26" 
"10/12/2023","$627,860,709,688.99","$143,058,017,946.20","$265,609,947,596.75","$505,308,780,038.44","$770,918,727,635.19" 
"10/11/2023","$619,913,568,994.97","$143,057,748,461.10","$263,341,943,324.77","$499,629,374,131.30","$762,971,317,456.07" 
"10/10/2023","$660,269,365,190.88","$140,057,316,962.77","$274,475,802,928.03","$525,850,879,225.62","$800,326,682,153.65" 
"10/06/2023","$616,670,614,433.36","$134,113,636,782.68","$259,812,643,349.54","$490,971,607,866.50","$750,784,251,216.04" 
"10/05/2023","$653,559,622,410.03","$142,053,860,786.45","$268,194,159,195.76","$527,419,324,000.72","$795,613,483,196.48" 
"10/04/2023","$623,233,445,492.26","$133,051,284,208.79","$265,928,627,766.33","$490,356,101,934.72","$756,284,729,701.05" 
"10/03/2023","$659,043,636,120.51","$127,648,839,516.67","$282,332,328,466.98","$504,360,147,170.20","$786,692,475,637.18" 
"10/02/2023","$681,660,203,337.00","$119,147,581,600.00","$285,041,745,367.89","$515,766,039,569.11","$800,807,784,937.00" 
"9/29/2023","$706,425,454,796.86","$105,676,756,108.35","$308,805,795,032.25","$503,296,415,872.96","$812,102,210,905.21" 
"9/28/2023","$660,740,330,073.48","$106,095,658,113.86","$298,969,395,275.75","$467,866,592,911.59","$766,835,988,187.34" 
"9/27/2023","$611,568,958,652.21","$106,595,730,002.77","$259,746,556,299.00","$458,418,132,355.98","$718,164,688,654.98" 
"9/26/2023","$627,459,000,540.72","$118,597,497,975.01","$261,735,457,797.90","$484,321,040,717.83","$746,056,498,515.73" 
"9/25/2023","$615,212,025,539.93","$123,598,223,577.75","$256,357,960,962.83","$482,452,288,154.85","$738,810,249,117.68" 
"9/22/2023","$631,457,613,830.72","$124,034,844,566.68","$278,047,317,806.57","$477,445,140,590.83","$755,492,458,397.40" 
"9/21/2023","$622,824,893,942.66","$130,702,875,560.38","$265,621,300,710.86","$487,906,468,792.18","$753,527,769,503.04" 
"9/20/2023","$598,449,547,570.37","$128,262,578,240.21","$258,738,599,326.91","$467,973,526,483.67","$726,712,125,810.58" 
"9/19/2023","$599,135,895,111.93","$136,254,137,461.31","$249,242,579,643.84","$486,147,452,929.40","$735,390,032,573.24" 
"9/18/2023","$590,890,642,977.73","$135,254,099,922.44","$251,460,934,984.91","$474,683,807,915.26","$726,144,742,900.17" 
"9/15/2023","$628,618,759,000.91","$137,295,162,607.11","$267,780,486,911.07","$498,133,434,696.95","$765,913,921,608.02" 
"9/14/2023","$575,457,546,856.43","$136,254,577,045.90","$248,812,095,869.42","$462,900,028,032.91","$711,712,123,902.33" 
"9/13/2023","$543,101,645,020.85","$136,259,056,215.60","$242,866,401,641.15","$436,494,299,595.30","$679,360,701,236.45" 
"9/12/2023","$583,943,780,130.05","$136,254,559,621.89","$248,977,429,404.37","$471,220,910,347.57","$720,198,339,751.94" 
"9/11/2023","$548,901,533,079.22","$136,259,790,394.09","$243,946,473,175.02","$441,214,850,298.29","$685,161,323,473.31" 
"9/08/2023","$571,653,227,316.14","$136,274,806,879.37","$240,096,839,668.65","$467,831,194,526.86","$707,928,034,195.51" 
"9/07/2023","$598,638,588,627.83","$136,235,467,253.74","$267,566,078,941.20","$467,307,976,940.37","$734,874,055,881.57" 
"9/06/2023","$552,212,322,767.13","$135,764,018,823.32","$249,649,997,573.73","$438,326,344,016.72","$687,976,341,590.45" 
"9/05/2023","$583,447,515,584.21","$129,659,120,705.54","$249,428,205,004.76","$463,678,431,284.99","$713,106,636,289.75" 
"9/01/2023","$585,062,118,077.30","$129,716,473,933.38","$248,916,830,005.10","$465,861,762,005.58","$714,778,592,010.68" 
"8/31/2023","$649,648,916,529.37","$130,721,002,444.23","$292,813,235,469.56","$487,556,683,504.04","$780,369,918,973.60" 
"8/30/2023","$534,873,778,808.57","$124,720,095,885.51","$248,390,060,634.41","$411,203,814,059.67","$659,593,874,694.08" 
"8/29/2023","$521,223,835,652.89","$124,719,522,715.91","$226,353,152,905.44","$419,590,205,463.36","$645,943,358,368.80" 
"8/28/2023","$546,640,495,120.68","$123,658,227,011.10","$244,771,900,732.90","$425,526,821,398.88","$670,298,722,131.78" 
"8/25/2023","$560,547,906,098.20","$123,684,676,608.36","$247,189,984,006.85","$437,042,598,699.71","$684,232,582,706.56" 
"8/24/2023","$547,381,632,063.47","$123,648,226,091.66","$238,474,564,528.03","$432,555,293,627.10","$671,029,858,155.13" 
"8/23/2023","$509,408,367,371.63","$123,674,881,314.62","$239,901,128,136.68","$393,182,120,549.57","$633,083,248,686.25" 
"8/22/2023","$512,863,969,500.43","$124,133,294,768.04","$244,698,407,543.68","$392,298,856,724.79","$636,997,264,268.47" 
"8/21/2023","$498,010,261,025.94","$119,632,631,656.93","$245,996,475,722.21","$371,646,416,960.66","$617,642,892,682.87" 
"8/18/2023","$539,752,704,692.22","$124,670,109,137.51","$278,102,866,480.89","$386,319,947,348.84","$664,422,813,829.73" 
"8/17/2023","$554,040,244,766.08","$124,633,370,268.03","$268,562,981,558.34","$410,110,633,475.77","$678,673,615,034.11" 
"8/16/2023","$560,804,586,250.88","$123,633,223,879.14","$265,594,966,290.32","$418,842,843,839.70","$684,437,810,130.02" 
"8/15/2023","$587,619,331,626.79","$118,132,413,601.39","$262,010,142,391.18","$443,741,602,837.00","$705,751,745,228.18" 
"8/14/2023","$529,831,980,268.92","$118,132,413,601.37","$246,416,069,752.07","$401,548,324,118.22","$647,964,393,870.29" 
"8/11/2023","$528,573,194,796.98","$115,165,913,554.18","$235,447,756,332.09","$408,291,352,019.07","$643,739,108,351.16" 
"8/10/2023","$554,345,151,150.01","$115,131,970,629.15","$243,250,893,807.19","$426,226,227,971.97","$669,477,121,779.16" 
"8/09/2023","$515,892,304,636.48","$115,131,970,629.14","$235,036,196,384.03","$395,988,078,881.59","$631,024,275,265.62" 
"8/08/2023","$538,339,423,683.92","$116,132,117,434.71","$242,370,123,195.13","$412,101,417,923.50","$654,471,541,118.63" 
"8/07/2023","$512,237,093,473.32","$118,133,412,581.92","$244,999,021,332.50","$385,371,484,722.74","$630,370,506,055.24" 
"8/04/2023","$535,982,914,273.28","$120,168,122,304.19","$252,543,431,508.85","$403,607,605,068.62","$656,151,036,577.47" 
"8/03/2023","$556,987,218,354.71","$122,633,076,740.25","$263,462,764,180.02","$416,157,530,914.94","$679,620,295,094.96" 
"8/02/2023","$586,762,732,166.83","$132,634,560,129.15","$277,804,797,897.62","$441,592,494,398.36","$719,397,292,295.98" 
"8/01/2023","$585,789,308,885.81","$132,534,546,545.82","$276,829,229,991.39","$441,494,625,440.24","$718,323,855,431.63" 
"7/31/2023","$633,112,970,392.69","$132,534,541,601.36","$310,389,921,408.65","$455,257,590,585.40","$765,647,511,994.05" 
"7/28/2023","$577,349,228,113.25","$132,593,644,487.53","$290,999,596,857.97","$418,943,275,742.81","$709,942,872,600.78" 
"7/27/2023","$596,403,732,947.63","$124,628,229,308.33","$285,999,155,035.51","$435,032,807,220.45","$721,031,962,255.96" 
"7/26/2023","$586,085,091,954.61","$117,101,459,197.28","$269,785,147,759.64","$433,401,403,392.25","$703,186,551,151.89" 
"7/25/2023","$581,927,454,506.75","$116,126,315,850.03","$251,187,727,340.56","$446,866,043,016.22","$698,053,770,356.78" 
"7/24/2023","$554,579,232,980.31","$110,125,469,100.01","$254,001,033,525.65","$410,703,668,554.67","$664,704,702,080.32" 
"7/21/2023","$569,356,727,729.92","$108,155,581,466.63","$265,943,988,897.36","$411,568,320,299.19","$677,512,309,196.55" 
"7/20/2023","$597,957,994,919.92","$103,875,588,157.21","$269,621,694,793.79","$432,211,888,283.34","$701,833,583,077.13" 
"7/19/2023","$585,511,689,513.40","$117,626,527,572.22","$259,769,693,506.00","$443,368,523,579.62","$703,138,217,085.62" 
"7/18/2023","$592,321,952,793.39","$113,125,894,933.33","$263,062,197,044.00","$442,385,650,682.72","$705,447,847,726.72" 
"7/17/2023","$595,964,349,324.56","$119,451,776,408.35","$257,975,818,875.90","$457,440,306,857.01","$715,416,125,732.91" 
"7/14/2023","$586,322,995,368.69","$116,634,151,641.68","$253,414,273,104.61","$449,542,873,905.76","$702,957,147,010.37" 
"7/13/2023","$589,556,874,343.70","$114,101,029,297.22","$255,270,362,045.15","$448,387,541,595.77","$703,657,903,640.92" 
"7/12/2023","$532,040,464,862.99","$112,100,754,575.01","$227,592,418,595.98","$416,548,800,842.02","$644,141,219,438.00" 
"7/11/2023","$556,523,803,127.70","$112,145,761,488.90","$231,527,852,958.07","$437,141,711,658.53","$668,669,564,616.60" 
"7/10/2023","$557,300,517,343.98","$100,899,181,524.99","$235,043,305,497.76","$423,156,393,371.21","$658,199,698,868.97" 
"7/07/2023","$575,626,519,275.78","$98,926,701,241.64","$254,119,655,855.26","$420,433,564,662.16","$674,553,220,517.42" 
"7/06/2023","$584,233,063,967.24","$94,798,324,469.43","$251,672,008,868.40","$427,359,379,568.27","$679,031,388,436.67" 
"7/05/2023","$605,205,916,921.71","$90,337,698,041.68","$265,618,078,386.38","$429,925,536,577.01","$695,543,614,963.39" 
"7/03/2023","$584,565,396,403.32","$90,815,562,522.22","$252,131,778,498.09","$423,249,180,427.45","$675,380,958,925.54" 
"6/30/2023","$680,601,369,898.53","$91,128,440,091.72","$307,780,996,569.71","$463,948,813,420.54","$771,729,809,990.25" 
"6/29/2023","$611,811,688,036.23","$90,802,766,002.79","$280,704,063,294.24","$421,910,390,744.78","$702,614,454,039.02" 
"6/28/2023","$556,134,813,730.68","$89,802,616,222.23","$237,298,492,173.26","$408,638,937,779.65","$645,937,429,952.91" 
"6/27/2023","$562,312,946,857.27","$93,305,107,308.33","$239,860,828,231.70","$415,757,225,933.90","$655,618,054,165.60" 
"6/26/2023","$551,040,745,407.88","$89,552,576,425.01","$241,071,504,103.56","$399,521,817,729.33","$640,593,321,832.89" 
"6/23/2023","$530,636,882,582.44","$98,281,391,583.33","$242,602,764,173.70","$386,315,509,992.07","$628,918,274,165.77" 
"6/22/2023","$529,065,355,256.93","$98,252,296,951.53","$233,459,495,369.22","$393,858,156,839.24","$627,317,652,208.46" 
"6/21/2023","$521,174,599,654.87","$103,254,498,883.35","$247,514,227,149.52","$376,914,871,388.70","$624,429,098,538.22" 
"6/20/2023","$560,911,029,417.85","$103,164,486,593.91","$257,121,506,039.82","$406,954,009,971.94","$664,075,516,011.76" 
"6/16/2023","$527,000,213,125.95","$103,155,940,475.55","$245,754,424,218.73","$384,401,729,382.77","$630,156,153,601.50" 
"6/15/2023","$572,803,844,020.65","$102,914,453,009.46","$264,596,604,243.82","$411,121,692,786.29","$675,718,297,030.11" 
"6/14/2023","$518,989,654,032.42","$102,412,381,146.68","$262,494,865,015.13","$358,907,170,163.97","$621,402,035,179.10" 
"6/13/2023","$532,923,671,443.05","$101,912,311,368.90","$258,168,942,236.36","$376,667,040,575.59","$634,835,982,811.95" 
"6/12/2023","$518,979,433,055.11","$101,913,311,146.96","$250,482,394,815.78","$370,410,349,386.29","$620,892,744,202.07" 
"6/09/2023","$517,960,850,417.16","$102,491,164,481.65","$246,886,056,943.15","$373,565,957,955.66","$620,452,014,898.81" 
"6/08/2023","$514,797,839,019.28","$102,462,388,193.88","$237,787,216,900.17","$379,473,010,312.99","$617,260,227,213.16" 
"6/07/2023","$519,134,102,828.89","$103,062,472,795.55","$245,871,792,673.74","$376,324,782,950.70","$622,196,575,624.44" 
"6/06/2023","$548,167,384,540.34","$99,915,036,301.65","$246,995,291,980.56","$401,087,128,861.43","$648,082,420,841.99" 
"6/05/2023","$559,538,609,957.61","$99,915,042,528.34","$253,058,906,472.68","$406,394,746,013.27","$659,453,652,485.95" 
"6/02/2023","$580,859,439,244.04","$98,441,532,650.01","$247,911,811,881.24","$431,389,160,012.81","$679,300,971,894.05" 
"6/01/2023","$603,523,431,095.46","$108,415,253,488.88","$263,393,477,897.57","$448,545,206,686.77","$711,938,684,584.34" 
"5/31/2023","$655,495,943,519.23","$103,939,603,377.79","$295,638,263,283.56","$463,797,283,613.46","$759,435,546,897.02" 
"5/30/2023","$593,392,694,031.77","$103,889,594,490.30","$284,449,781,450.18","$412,832,507,071.89","$697,282,288,522.07" 
"5/26/2023","$548,668,009,532.44","$103,908,374,433.36","$246,345,613,278.80","$406,230,770,687.00","$652,576,383,965.80" 
"5/25/2023","$569,221,637,323.73","$103,884,589,133.34","$253,884,314,464.19","$419,221,911,992.88","$673,106,226,457.07" 
"5/24/2023","","","$260,649,412,773.18","$401,686,344,317.21","$662,335,757,090.39" 
"5/23/2023","","","$259,358,508,620.26","$392,324,170,974.47","$651,682,679,594.73" 
"5/22/2023","","","$254,094,476,257.24","$377,461,484,662.16","$631,555,960,919.40" 
"5/19/2023","","","$273,243,739,272.23","$378,251,009,988.16","$651,494,749,260.39" 
"5/18/2023","","","$261,533,387,056.54","$393,868,104,518.79","$655,401,491,575.33" 
"5/17/2023","","","$252,481,857,983.58","$392,474,053,487.87","$644,955,911,471.45" 
"5/16/2023","","","$253,499,874,409.17","$408,801,445,474.57","$662,301,319,883.74" 
"5/15/2023","","","$257,838,167,159.55","$400,183,610,679.80","$658,021,777,839.35" 
"5/12/2023","","","$234,825,270,008.48","$374,536,383,554.41","$609,361,653,562.89" 
"5/11/2023","","","$236,926,668,661.96","$371,168,838,927.52","$608,095,507,589.48" 
"5/10/2023","","","$251,556,590,720.01","$404,897,815,356.21","$656,454,406,076.22" 
"5/09/2023","","","$252,131,834,372.71","$411,081,496,697.10","$663,213,331,069.81" 
"5/08/2023","","","$244,345,278,033.23","$407,763,588,523.89","$652,108,866,557.12" 
"5/05/2023","","","$254,380,438,715.85","$424,138,645,880.76","$678,519,084,596.61" 
"5/04/2023","","","$268,204,280,497.48","$423,900,048,481.85","$692,104,328,979.33" 
"5/03/2023","","","$267,809,545,144.94","$420,472,082,491.61","$688,281,627,636.55" 
"5/02/2023","","","$253,605,441,803.07","$410,694,226,559.81","$664,299,668,362.88" 
"5/01/2023","","","$248,515,503,118.84","$412,570,073,616.97","$661,085,576,735.81" 
"4/28/2023","","","$269,319,203,393.77","$378,789,443,939.01","$648,108,647,332.78" 
"4/27/2023","","","$258,545,593,316.44","$373,301,972,036.48","$631,847,565,352.92" 
"4/26/2023","","","$243,514,761,786.15","$348,886,996,314.67","$592,401,758,100.82" 
"4/25/2023","","","$237,578,775,150.32","$348,426,005,110.39","$586,004,780,260.71" 
"4/24/2023","","","$238,576,744,163.66","$325,193,789,911.47","$563,770,534,075.13" 
"4/21/2023","","","$242,582,776,726.80","$332,492,228,337.79","$575,075,005,064.59" 
"4/20/2023","","","$242,141,128,600.02","$339,277,608,366.07","$581,418,736,966.09" 
"4/19/2023","","","$236,795,748,760.05","$337,993,009,406.33","$574,788,758,166.38" 
"4/18/2023","","","$240,464,293,807.97","$367,494,768,582.65","$607,959,062,390.62" 
"4/17/2023","","","$244,026,376,272.86","$367,719,395,716.01","$611,745,771,988.87" 
"4/14/2023","","","$235,376,844,710.75","$361,952,893,631.29","$597,329,738,342.04" 
"4/13/2023","","","$236,790,681,085.33","$353,934,578,444.67","$590,725,259,530.00" 
"4/12/2023","","","$238,505,289,311.74","$347,799,295,374.99","$586,304,584,686.73" 
"4/11/2023","","","$244,008,670,078.82","$363,303,775,313.77","$607,312,445,392.59" 
"4/10/2023","","","$230,224,023,458.10","$375,146,509,295.39","$605,370,532,753.49" 
"4/06/2023","","","$233,620,485,195.20","$391,024,138,788.02","$624,644,623,983.22" 
"4/05/2023","","","$248,363,932,016.29","$390,874,353,183.57","$639,238,285,199.86" 
"4/04/2023","","","$250,189,666,208.47","$398,221,720,651.81","$648,411,386,860.28" 
"4/03/2023","","","$255,749,660,686.91","$385,945,352,188.20","$641,695,012,875.11" 
"3/31/2023","","","$281,871,492,802.30","$400,606,912,589.67","$682,478,405,391.97" 
"3/30/2023","","","$281,969,448,887.24","$372,197,262,671.25","$654,166,711,558.49" 
"3/29/2023","","","$242,862,677,033.60","$358,525,742,292.82","$601,388,419,326.42" 
"3/28/2023","","","$229,324,648,407.85","$384,675,926,699.12","$614,000,575,106.97" 
"3/27/2023","","","$236,743,500,931.89","$376,379,882,607.92","$613,123,383,539.81" 
"3/24/2023","","","$221,021,282,984.14","$376,554,638,493.94","$597,575,921,478.08" 
"3/23/2023","","","$215,502,048,185.20","$364,897,081,611.07","$580,399,129,796.27" 
"3/22/2023","","","$217,740,518,268.85","$323,305,239,567.54","$541,045,757,836.39" 
"3/21/2023","","","$201,729,568,918.02","$311,326,611,306.39","$513,056,180,224.41" 
"3/20/2023","","","$212,531,076,371.08","$332,745,663,767.57","$545,276,740,138.65" 
"3/17/2023","","","$208,552,596,885.86","$341,766,225,792.80","$550,318,822,678.66" 
"3/16/2023","","","$202,121,186,602.49","$368,304,557,540.39","$570,425,744,142.88" 
"3/15/2023","","","$204,396,844,248.56","$345,426,681,192.40","$549,823,525,440.96" 
"3/14/2023","","","$184,837,195,473.94","$325,428,776,724.42","$510,265,972,198.36" 
"3/13/2023","","","$187,906,039,490.06","$291,844,123,265.37","$479,750,162,755.43" 
"3/10/2023","","","$179,313,002,558.67","$280,907,292,356.07","$460,220,294,914.74" 
"3/09/2023","","","$192,371,736,704.93","$277,150,466,774.51","$469,522,203,479.44" 
"3/08/2023","","","$185,682,923,967.29","$277,388,290,754.31","$463,071,214,721.60" 
"3/07/2023","","","$185,621,773,094.28","$292,562,028,552.95","$478,183,801,647.23" 
"3/06/2023","","","$190,169,311,841.70","$272,763,662,327.14","$462,932,974,168.84" 
"3/03/2023","","","$189,285,710,207.89","$278,205,080,813.21","$467,490,791,021.10" 
"3/02/2023","","","$202,947,046,091.61","$296,413,702,540.90","$499,360,748,632.51" 
"3/01/2023","","","$214,289,091,015.08","$304,446,553,920.66","$518,735,644,935.74" 
"2/28/2023","","","$232,836,862,406.68","$325,510,244,093.50","$558,347,106,500.18" 
"2/27/2023","","","$206,935,031,867.96","$269,743,506,910.45","$476,678,538,778.41" 
"2/24/2023","","","$206,343,111,541.19","$273,505,253,188.66","$479,848,364,729.85" 
"2/23/2023","","","$207,852,646,776.88","$283,627,988,501.72","$491,480,635,278.60" 
"2/22/2023","","","$209,352,101,778.56","$282,103,375,693.69","$491,455,477,472.25" 
"2/21/2023","","","$218,637,964,039.79","$297,563,026,836.68","$516,200,990,876.47" 
"2/17/2023","","","$227,088,797,145.09","$297,746,502,588.41","$524,835,299,733.50" 
"2/16/2023","","","$234,100,998,484.17","$327,837,150,039.54","$561,938,148,523.71" 
"2/15/2023","","","$228,342,078,159.12","$322,595,330,001.76","$550,937,408,160.88" 
"2/14/2023","","","$218,849,194,325.34","$315,532,209,879.80","$534,381,404,205.14" 
"2/13/2023","","","$222,507,520,007.10","$306,541,696,869.78","$529,049,216,876.88" 
"2/10/2023","","","$226,718,418,800.29","$315,186,233,888.52","$541,904,652,688.81" 
"2/09/2023","","","$237,354,673,380.22","$324,864,683,386.06","$562,219,356,766.28" 
"2/08/2023","","","$246,674,829,795.54","$313,046,646,516.76","$559,721,476,312.30" 
"2/07/2023","","","$251,974,387,189.54","$319,882,570,112.76","$571,856,957,302.30" 
"2/06/2023","","","$245,027,384,767.70","$308,020,261,559.91","$553,047,646,327.61" 
"2/03/2023","","","$247,416,632,624.65","$328,761,188,078.65","$576,177,820,703.30" 
"2/02/2023","","","$246,346,779,014.37","$330,905,318,275.09","$577,252,097,289.46" 
"2/01/2023","","","$258,383,346,780.72","$324,705,783,689.85","$583,089,130,470.57" 
"1/31/2023","","","$276,183,608,252.76","$329,900,108,753.73","$606,083,717,006.49" 
"1/30/2023","","","$245,470,992,740.81","$290,800,480,254.12","$536,271,472,994.93" 
"1/27/2023","","","$247,957,899,714.59","$293,923,409,489.46","$541,881,309,204.05" 
"1/26/2023","","","$243,232,458,288.62","$306,403,924,761.15","$549,636,383,049.77" 
"1/25/2023","","","$233,515,667,529.62","$295,804,039,608.10","$529,319,707,137.72" 
"1/24/2023","","","$238,867,737,432.89","$299,536,868,414.94","$538,404,605,847.83" 
"1/23/2023","","","$243,108,434,290.48","$284,084,871,491.49","$527,193,305,781.97" 
"1/20/2023","","","$253,365,810,521.00","$297,447,140,327.94","$550,812,950,848.94" 
"1/19/2023","","","$253,385,451,497.87","$305,904,508,717.34","$559,289,960,215.21" 
"1/18/2023","","","$246,013,883,269.82","$283,142,422,733.61","$529,156,306,003.43" 
"1/17/2023","","","$247,303,439,790.63","$321,349,564,199.31","$568,653,003,989.94" 
"1/13/2023","","","$228,774,602,255.73","$277,688,370,237.78","$506,462,972,493.51" 
"1/12/2023","","","$234,623,340,382.74","$283,256,590,283.77","$517,879,930,666.51" 
"1/11/2023","","","$227,756,617,322.57","$274,871,228,095.13","$502,627,845,417.70" 
"1/10/2023","","","$224,896,518,343.13","$277,604,248,417.59","$502,500,766,760.72" 
"1/09/2023","","","$231,560,223,297.54","$275,617,907,169.39","$507,178,130,466.93" 
"1/06/2023","","","$237,801,971,986.76","$278,817,653,867.02","$516,619,625,853.78" 
"1/05/2023","","","$242,227,751,493.97","$281,829,602,613.69","$524,057,354,107.66" 
"1/04/2023","","","$235,372,664,681.31","$289,178,424,131.62","$524,551,088,812.93" 
"1/03/2023","","","$254,034,085,714.10","$313,409,544,747.30","$567,443,630,461.40" 
"12/30/2022","","","$251,699,563,128.19","$273,041,950,674.16","$524,741,513,802.35" 
"12/29/2022","","","$257,508,663,938.74","$263,434,553,015.98","$520,943,216,954.72" 
"12/28/2022","","","$226,151,982,873.48","$250,143,397,082.67","$476,295,379,956.15" 
"12/27/2022","","","$219,819,347,957.41","$254,514,513,530.80","$474,333,861,488.21" 
"12/23/2022","","","$231,671,428,859.43","$234,683,216,784.37","$466,354,645,643.80" 
"12/22/2022","","","$216,361,241,197.23","$231,926,623,309.71","$448,287,864,506.94" 
"12/21/2022","","","$218,116,967,041.35","$225,391,131,501.09","$443,508,098,542.44" 
"12/20/2022","","","$223,111,119,119.10","$233,452,794,782.11","$456,563,913,901.21" 
"12/19/2022","","","$228,245,426,809.60","$251,496,769,422.52","$479,742,196,232.12" 
"12/16/2022","","","$233,413,802,811.26","$268,474,494,363.46","$501,888,297,174.72" 
"12/15/2022","","","$238,239,857,465.08","$282,346,452,195.85","$520,586,309,660.93" 
"12/14/2022","","","$217,266,570,200.72","$246,711,059,232.35","$463,977,629,433.07" 
"12/13/2022","","","$200,214,646,744.83","$250,574,740,532.89","$450,789,387,277.72" 
