BUSINESS_DATE,DVP_TOTAL_AMOUNT,GC_TOTAL_AMOUNT,TOTAL_REPO_AMOUNT,TOTAL_REVERSE_REPO_AMOUNT,TOTAL_AMOUNT
"9/16/2021","","","$100,090,768,733.25","$172,591,365,853.67","$272,682,134,586.92" 
"9/15/2021","","","$109,619,581,500.10","$181,608,865,012.05","$291,228,446,512.15" 
"9/14/2021","","","$102,049,807,934.25","$171,724,421,371.92","$273,774,229,306.17" 
"9/13/2021","","","$108,302,317,482.04","$181,875,192,210.92","$290,177,509,692.96" 
"9/10/2021","","","$97,072,947,800.72","$175,637,850,894.68","$272,710,798,695.40" 
"9/09/2021","","","$104,147,139,199.38","$169,903,454,847.61","$274,050,594,046.99" 
"9/08/2021","","","$106,196,274,269.27","$170,123,083,204.74","$276,319,357,474.01" 
"9/07/2021","","","$112,353,872,762.20","$173,848,847,895.57","$286,202,720,657.77" 
"9/03/2021","","","$102,771,110,731.63","$172,927,615,447.16","$275,698,726,178.79" 
"9/02/2021","","","$118,199,788,424.83","$186,179,921,437.88","$304,379,709,862.71" 
"9/01/2021","","","$110,062,258,763.10","$179,950,827,714.93","$290,013,086,478.03" 
"8/31/2021","","","$129,691,190,919.34","$178,762,762,633.09","$308,453,953,552.43" 
"8/30/2021","","","$100,489,008,832.01","$152,352,224,390.42","$252,841,233,222.43" 
"8/27/2021","","","$102,772,318,761.39","$159,606,666,131.13","$262,378,984,892.52" 
"8/26/2021","","","$105,547,199,915.20","$157,497,140,987.18","$263,044,340,902.38" 
"8/25/2021","","","$109,680,060,065.92","$158,899,224,566.98","$268,579,284,632.90" 
"8/24/2021","","","$108,886,560,123.57","$148,951,775,426.48","$257,838,335,550.05" 
"8/23/2021","","","$109,635,369,449.76","$152,762,097,156.97","$262,397,466,606.73" 
"8/20/2021","","","$102,201,588,393.59","$151,306,985,680.35","$253,508,574,073.94" 
"8/19/2021","","","$110,568,630,492.01","$150,371,889,997.78","$260,940,520,489.79" 
"8/18/2021","","","$114,420,647,534.91","$154,761,057,898.46","$269,181,705,433.37" 
"8/17/2021","","","$102,664,551,420.49","$162,644,855,767.22","$265,309,407,187.71" 
"8/16/2021","","","$104,513,995,208.93","$160,388,820,920.94","$264,902,816,129.87" 
"8/13/2021","","","$96,014,161,704.66","$146,141,680,591.28","$242,155,842,295.94" 
"8/12/2021","","","$95,924,188,224.62","$149,959,604,158.38","$245,883,792,383.00" 
"8/11/2021","","","$103,602,350,202.60","$155,967,662,583.66","$259,570,012,786.26" 
"8/10/2021","","","$106,043,356,865.75","$155,351,773,655.52","$261,395,130,521.27" 
"8/09/2021","","","$106,125,215,215.02","$157,999,501,315.88","$264,124,716,530.90" 
"8/06/2021","","","$105,805,937,154.02","$164,002,015,535.57","$269,807,952,689.59" 
"8/05/2021","","","$102,344,470,786.05","$176,230,973,941.72","$278,575,444,727.77" 
"8/04/2021","","","$107,613,820,742.63","$178,681,668,161.73","$286,295,488,904.36" 
"8/03/2021","","","$103,593,762,310.01","$199,139,015,223.57","$302,732,777,533.58" 
"8/02/2021","","","$103,131,114,688.21","$182,507,730,880.81","$285,638,845,569.02" 
"7/30/2021","","","$93,612,500,094.81","$148,466,138,908.93","$242,078,639,003.74" 
"7/29/2021","","","$95,540,662,706.62","$147,068,627,513.39","$242,609,290,220.01" 
"7/28/2021","","","$98,513,809,746.92","$146,212,040,690.58","$244,725,850,437.50" 
"7/27/2021","","","$96,083,905,441.41","$159,179,050,192.40","$255,262,955,633.81" 
"7/26/2021","","","$100,039,735,137.84","$154,285,459,635.77","$254,325,194,773.61" 
"7/23/2021","","","$92,788,812,920.64","$144,876,688,519.30","$237,665,501,439.94" 
"7/22/2021","","","$95,258,766,517.73","$146,582,636,461.96","$241,841,402,979.69" 
"7/21/2021","","","$96,255,110,148.95","$146,010,063,167.62","$242,265,173,316.57" 
"7/20/2021","","","$96,729,390,628.27","$141,617,151,742.42","$238,346,542,370.69" 
"7/19/2021","","","$91,431,712,082.89","$140,410,270,793.74","$231,841,982,876.63" 
"7/16/2021","","","$86,762,794,778.99","$145,307,209,873.72","$232,070,004,652.71" 
"7/15/2021","","","$86,892,413,728.06","$164,118,243,194.42","$251,010,656,922.48" 
"7/14/2021","","","$83,759,548,977.97","$141,124,620,650.05","$224,884,169,628.02" 
"7/13/2021","","","$82,998,932,916.58","$143,566,247,222.86","$226,565,180,139.44" 
"7/12/2021","","","$83,995,932,979.58","$142,173,069,673.55","$226,169,002,653.13" 
"7/09/2021","","","$86,123,242,749.10","$139,984,638,571.93","$226,107,881,321.03" 
"7/08/2021","","","$95,369,910,410.05","$138,381,606,455.14","$233,751,516,865.19" 
"7/07/2021","","","$91,926,933,418.98","$156,348,480,220.90","$248,275,413,639.88" 
"7/06/2021","","","$104,296,136,951.26","$158,862,359,355.66","$263,158,496,306.92" 
"7/02/2021","","","$100,055,832,551.69","$166,216,693,000.29","$266,272,525,551.98" 
"7/01/2021","","","$103,052,509,785.70","$181,095,963,987.69","$284,148,473,773.39" 
"6/30/2021","","","$116,777,977,026.34","$163,094,521,676.13","$279,872,498,702.47" 
"6/29/2021","","","$100,089,446,788.23","$142,625,613,636.29","$242,715,060,424.52" 
"6/28/2021","","","$93,223,717,530.25","$145,211,167,643.64","$238,434,885,173.89" 
"6/25/2021","","","$91,881,095,152.48","$150,246,829,638.93","$242,127,924,791.41" 
"6/24/2021","","","$90,535,412,211.83","$139,524,727,807.27","$230,060,140,019.10" 
"6/23/2021","","","$94,047,478,057.86","$138,578,599,750.98","$232,626,077,808.84" 
"6/22/2021","","","$96,059,299,082.67","$139,621,407,587.21","$235,680,706,669.88" 
"6/21/2021","","","$97,500,475,004.77","$134,060,779,692.64","$231,561,254,697.41" 
"6/18/2021","","","$92,229,961,153.69","$141,332,998,721.82","$233,562,959,875.51" 
"6/17/2021","","","$96,554,135,904.75","$141,153,316,670.63","$237,707,452,575.38" 
"6/16/2021","","","$93,480,036,474.27","$152,445,176,928.59","$245,925,213,402.86" 
"6/15/2021","","","$91,798,660,275.27","$159,442,117,941.67","$251,240,778,216.94" 
"6/14/2021","","","$83,961,703,640.47","$135,982,701,140.46","$219,944,404,780.93" 
"6/11/2021","","","$80,398,475,298.38","$139,475,522,738.55","$219,873,998,036.93" 
"6/10/2021","","","$82,559,574,836.27","$150,207,203,915.53","$232,766,778,751.80" 
"6/09/2021","","","$82,731,744,207.86","$143,884,141,608.54","$226,615,885,816.40" 
"6/08/2021","","","$79,079,323,022.65","$154,413,645,019.64","$233,492,968,042.29" 
"6/07/2021","","","$81,972,098,031.96","$147,178,504,037.13","$229,150,602,069.09" 
"6/04/2021","","","$82,708,546,647.03","$151,184,013,987.96","$233,892,560,634.99" 
"6/03/2021","","","$80,788,388,799.93","$157,057,156,630.01","$237,845,545,429.94" 
"6/02/2021","","","$93,111,418,560.88","$165,677,579,836.08","$258,788,998,396.96" 
"6/01/2021","","","$100,210,444,470.08","$176,400,957,706.54","$276,611,402,176.62" 
"5/28/2021","","","$85,925,782,102.00","$139,870,472,178.21","$225,796,254,280.21" 
"5/27/2021","","","$86,462,099,534.52","$134,888,356,680.88","$221,350,456,215.40" 
"5/26/2021","","","$83,404,570,444.01","$133,596,678,036.66","$217,001,248,480.67" 
"5/25/2021","","","$78,604,643,412.42","$134,715,840,138.11","$213,320,483,550.53" 
"5/24/2021","","","$82,427,822,873.94","$135,175,617,489.15","$217,603,440,363.09" 
"5/21/2021","","","$80,657,382,479.60","$133,846,133,135.40","$214,503,515,615.00" 
"5/20/2021","","","$79,121,091,953.41","$142,876,340,876.92","$221,997,432,830.33" 
"5/19/2021","","","$86,276,008,786.27","$154,392,513,261.89","$240,668,522,048.16" 
"5/18/2021","","","$87,889,553,744.86","$162,491,512,855.32","$250,381,066,600.18" 
"5/17/2021","","","$89,539,213,795.59","$165,790,959,316.25","$255,330,173,111.84" 
"5/14/2021","","","$80,713,679,684.04","$137,328,199,031.88","$218,041,878,715.92" 
"5/13/2021","","","$76,683,144,747.39","$138,229,863,797.91","$214,913,008,545.30" 
"5/12/2021","","","$74,348,676,349.93","$157,787,711,813.27","$232,136,388,163.20" 
"5/11/2021","","","$75,289,908,137.08","$152,592,682,004.44","$227,882,590,141.52" 
"5/10/2021","","","$75,722,716,967.23","$158,291,263,595.48","$234,013,980,562.71" 
"5/07/2021","","","$80,050,278,208.86","$162,643,505,095.78","$242,693,783,304.64" 
"5/06/2021","","","$78,172,265,256.63","$168,917,747,012.24","$247,090,012,268.87" 
"5/05/2021","","","$80,450,087,222.04","$158,438,452,583.34","$238,888,539,805.38" 
"5/04/2021","","","$79,422,729,087.02","$169,166,858,334.46","$248,589,587,421.48" 
"5/03/2021","","","$81,796,932,990.26","$173,323,935,816.68","$255,120,868,806.94" 
"4/30/2021","","","$89,762,058,199.92","$186,384,981,074.88","$276,147,039,274.80" 
"4/29/2021","","","$86,980,715,876.29","$152,220,753,000.64","$239,201,468,876.93" 
"4/28/2021","","","$72,974,110,502.11","$149,679,127,060.78","$222,653,237,562.89" 
"4/27/2021","","","$79,049,852,677.12","$161,710,722,249.73","$240,760,574,926.85" 
"4/26/2021","","","$79,224,287,340.65","$164,484,907,884.80","$243,709,195,225.45" 
"4/23/2021","","","$79,400,562,578.63","$168,963,240,100.23","$248,363,802,678.86" 
"4/22/2021","","","$79,675,005,926.71","$159,977,622,739.69","$239,652,628,666.40" 
"4/21/2021","","","$79,626,031,901.55","$161,576,177,351.96","$241,202,209,253.51" 
"4/20/2021","","","$79,672,595,544.37","$159,029,054,996.00","$238,701,650,540.37" 
"4/19/2021","","","$80,810,449,549.73","$165,707,826,915.02","$246,518,276,464.75" 
"4/16/2021","","","$80,015,762,280.75","$169,372,218,320.04","$249,387,980,600.79" 
"4/15/2021","","","$79,622,877,790.26","$191,070,493,754.53","$270,693,371,544.79" 
"4/14/2021","","","$78,731,761,442.10","$161,498,638,636.08","$240,230,400,078.18" 
"4/13/2021","","","$79,208,928,835.69","$169,425,894,126.73","$248,634,822,962.42" 
"4/12/2021","","","$71,403,561,528.28","$159,506,471,989.05","$230,910,033,517.33" 
"4/09/2021","","","$73,715,204,380.87","$165,858,318,897.89","$239,573,523,278.76" 
"4/08/2021","","","$76,564,046,099.88","$172,178,509,863.10","$248,742,555,962.98" 
"4/07/2021","","","$76,934,733,929.22","$188,923,276,526.68","$265,858,010,455.90" 
"4/06/2021","","","$78,305,702,668.86","$201,183,314,642.98","$279,489,017,311.84" 
"4/05/2021","","","$77,395,063,670.37","$203,022,227,924.50","$280,417,291,594.87" 
"4/01/2021","","","$81,299,014,280.02","$205,770,310,240.41","$287,069,324,520.43" 
"3/31/2021","","","$89,764,759,475.45","$196,354,176,362.24","$286,118,935,837.69" 
"3/30/2021","","","$75,272,606,969.92","$157,223,164,169.49","$232,495,771,139.41" 
"3/29/2021","","","$67,266,857,554.80","$168,017,744,012.93","$235,284,601,567.73" 
"3/26/2021","","","$66,924,314,341.60","$178,379,743,632.34","$245,304,057,973.94" 
"3/25/2021","","","$69,467,417,029.76","$176,581,670,620.39","$246,049,087,650.15" 
"3/24/2021","","","$72,393,751,420.71","$156,869,954,203.50","$229,263,705,624.21" 
"3/23/2021","","","$73,946,256,486.05","$155,889,397,528.75","$229,835,654,014.80" 
"3/22/2021","","","$70,653,407,279.28","$142,203,222,143.59","$212,856,629,422.87" 
"3/19/2021","","","$69,229,331,383.82","$143,418,642,108.78","$212,647,973,492.60" 
"3/18/2021","","","$69,049,405,635.91","$153,207,641,234.63","$222,257,046,870.54" 
"3/17/2021","","","$70,594,361,014.68","$160,790,000,674.08","$231,384,361,688.76" 
"3/16/2021","","","$70,111,002,964.39","$158,653,645,937.64","$228,764,648,902.03" 
"3/15/2021","","","$68,595,127,322.86","$157,245,068,648.03","$225,840,195,970.89" 
"3/12/2021","","","$65,687,498,593.73","$156,255,588,921.40","$221,943,087,515.13" 
"3/11/2021","","","$64,960,335,163.05","$164,226,583,856.21","$229,186,919,019.26" 
"3/10/2021","","","$68,297,591,354.76","$163,655,482,785.79","$231,953,074,140.55" 
"3/09/2021","","","$69,297,530,159.76","$162,258,676,322.76","$231,556,206,482.52" 
"3/08/2021","","","$68,275,052,608.57","$163,488,867,362.85","$231,763,919,971.42" 
"3/05/2021","","","$71,647,031,215.87","$164,887,462,295.60","$236,534,493,511.47" 
"3/04/2021","","","$73,556,066,568.35","$170,675,009,106.88","$244,231,075,675.23" 
"3/03/2021","","","$68,250,152,797.80","$156,160,939,710.04","$224,411,092,507.84" 
"3/02/2021","","","$72,806,274,164.73","$152,587,646,759.94","$225,393,920,924.67" 
"3/01/2021","","","$77,726,605,022.90","$156,181,219,277.88","$233,907,824,300.78" 
"2/26/2021","","","$65,847,184,363.59","$156,677,335,126.85","$222,524,519,490.44" 
"2/25/2021","","","$69,918,512,040.48","$159,155,396,398.39","$229,073,908,438.87" 
"2/24/2021","","","$69,686,356,726.50","$156,036,842,357.61","$225,723,199,084.11" 
"2/23/2021","","","$78,962,778,516.03","$155,447,162,984.21","$234,409,941,500.24" 
"2/22/2021","","","$75,496,232,653.07","$145,703,001,132.93","$221,199,233,786.00" 
"2/19/2021","","","$78,485,185,095.04","$148,191,730,299.95","$226,676,915,394.99" 
"2/18/2021","","","$78,068,442,513.05","$150,256,937,798.17","$228,325,380,311.22" 
"2/17/2021","","","$84,518,364,296.51","$156,409,762,376.42","$240,928,126,672.93" 
"2/16/2021","","","$80,440,751,550.51","$156,896,807,638.52","$237,337,559,189.03" 
"2/12/2021","","","$70,987,846,262.44","$149,834,386,056.30","$220,822,232,318.74" 
"2/11/2021","","","$72,597,527,293.52","$153,307,322,544.81","$225,904,849,838.33" 
"2/10/2021","","","$77,622,489,116.67","$158,991,084,945.85","$236,613,574,062.52" 
"2/09/2021","","","$79,456,274,256.13","$157,129,890,136.78","$236,586,164,392.91" 
"2/08/2021","","","$81,684,350,705.20","$161,783,430,492.23","$243,467,781,197.43" 
"2/05/2021","","","$84,616,262,365.41","$164,043,471,682.31","$248,659,734,047.72" 
"2/04/2021","","","$90,260,684,011.52","$178,575,159,857.85","$268,835,843,869.37" 
"2/03/2021","","","$91,871,838,398.72","$186,035,666,908.87","$277,907,505,307.59" 
"2/02/2021","","","$91,259,116,091.98","$188,366,968,180.07","$279,626,084,272.05" 
"2/01/2021","","","$96,320,132,317.14","$186,026,789,698.69","$282,346,922,015.83" 
"1/29/2021","","","$82,584,893,592.10","$182,114,383,513.73","$264,699,277,105.83" 
"1/28/2021","","","$86,021,554,443.51","$168,162,412,920.31","$254,183,967,363.82" 
"1/27/2021","","","$85,902,033,966.52","$162,825,575,516.36","$248,727,609,482.88" 
"1/26/2021","","","$88,989,934,399.12","$165,214,240,134.87","$254,204,174,533.99" 
"1/25/2021","","","$89,934,176,841.13","$161,396,312,320.42","$251,330,489,161.55" 
"1/22/2021","","","$92,123,694,827.09","$162,010,868,772.49","$254,134,563,599.58" 
"1/21/2021","","","$93,288,115,718.96","$164,188,431,820.93","$257,476,547,539.89" 
"1/20/2021","","","$92,161,628,095.90","$171,337,977,065.91","$263,499,605,161.81" 
"1/19/2021","","","$94,412,991,531.73","$172,016,373,110.27","$266,429,364,642.00" 
"1/15/2021","","","$99,128,290,719.20","$194,988,489,859.34","$294,116,780,578.54" 
"1/14/2021","","","$88,013,549,034.39","$188,938,248,967.30","$276,951,798,001.69" 
"1/13/2021","","","$96,357,880,306.96","$183,558,798,361.29","$279,916,678,668.25" 
"1/12/2021","","","$101,479,443,503.44","$193,859,236,229.41","$295,338,679,732.85" 
"1/11/2021","","","$105,333,045,955.10","$201,121,164,595.27","$306,454,210,550.37" 
"1/08/2021","","","$112,587,379,342.18","$203,846,605,289.79","$316,433,984,631.97" 
"1/07/2021","","","$114,879,709,294.76","$195,507,047,073.25","$310,386,756,368.01" 
"1/06/2021","","","$122,641,091,205.39","$208,221,404,449.42","$330,862,495,654.81" 
"1/05/2021","","","$131,155,415,124.74","$211,200,293,719.38","$342,355,708,844.12" 
"1/04/2021","","","$138,471,821,818.15","$218,756,630,207.63","$357,228,452,025.78" 
"12/31/2020","","","$161,253,200,485.25","$270,309,474,062.79","$431,562,674,548.04" 
"12/30/2020","","","$161,619,219,945.09","$211,055,406,410.77","$372,674,626,355.86" 
"12/29/2020","","","$136,896,133,617.13","$202,632,525,323.00","$339,528,658,940.13" 
"12/28/2020","","","$122,490,717,483.06","$194,397,167,098.11","$316,887,884,581.17" 
"12/24/2020","","","$124,437,242,896.05","$172,336,167,431.91","$296,773,410,327.96" 
"12/23/2020","","","$128,995,264,303.55","$198,096,701,239.42","$327,091,965,542.97" 
"12/22/2020","","","$121,544,238,059.01","$189,003,308,887.28","$310,547,546,946.29" 
"12/21/2020","","","$111,277,764,953.63","$173,255,413,735.51","$284,533,178,689.14" 
"12/18/2020","","","$111,244,840,197.47","$173,655,778,656.14","$284,900,618,853.61" 
"12/17/2020","","","$112,940,358,333.88","$179,788,677,778.49","$292,729,036,112.37" 
"12/16/2020","","","$117,942,811,225.41","$186,196,038,143.13","$304,138,849,368.54" 
"12/15/2020","","","$102,538,240,741.00","$184,024,089,452.96","$286,562,330,193.96" 
"12/14/2020","","","$95,404,453,909.79","$182,094,272,380.26","$277,498,726,290.05" 
"12/11/2020","","","$99,695,150,759.76","$184,204,907,430.26","$283,900,058,190.02" 
"12/10/2020","","","$102,123,517,992.32","$183,310,241,148.56","$285,433,759,140.88" 
"12/09/2020","","","$105,404,818,406.06","$187,468,961,015.35","$292,873,779,421.41" 
"12/08/2020","","","$101,826,059,734.52","$183,055,134,422.34","$284,881,194,156.86" 
"12/07/2020","","","$105,995,502,147.32","$195,410,319,767.38","$301,405,821,914.70" 
"12/04/2020","","","$107,645,539,222.06","$204,258,412,562.75","$311,903,951,784.81" 
"12/03/2020","","","$107,226,943,067.57","$192,746,550,795.60","$299,973,493,863.17" 
"12/02/2020","","","$105,588,244,209.99","$190,125,029,738.55","$295,713,273,948.54" 
"12/01/2020","","","$109,056,248,251.84","$191,890,624,903.98","$300,946,873,155.82" 
"11/30/2020","","","$112,099,213,605.00","$224,942,423,490.68","$337,041,637,095.68" 
"11/27/2020","","","$90,781,413,517.45","$188,762,725,210.44","$279,544,138,727.89" 
"11/25/2020","","","$97,027,221,459.40","$188,408,446,860.95","$285,435,668,320.35" 
"11/24/2020","","","$89,769,243,623.53","$179,091,911,324.67","$268,861,154,948.20" 
"11/23/2020","","","$99,304,755,963.44","$171,685,585,349.62","$270,990,341,313.06" 
"11/20/2020","","","$94,455,568,291.84","$161,303,967,295.38","$255,759,535,587.22" 
"11/19/2020","","","$96,224,808,714.11","$174,645,252,009.99","$270,870,060,724.10" 
"11/18/2020","","","$100,335,366,118.58","$189,586,213,569.34","$289,921,579,687.92" 
"11/17/2020","","","$99,963,283,428.68","$192,334,030,972.68","$292,297,314,401.36" 
"11/16/2020","","","$108,388,954,915.56","$184,060,258,881.74","$292,449,213,797.30" 
"11/13/2020","","","$102,137,022,942.90","$180,188,470,227.85","$282,325,493,170.75" 
"11/12/2020","","","$103,147,722,521.71","$175,121,198,332.57","$278,268,920,854.28" 
"11/10/2020","","","$105,949,538,439.48","$172,269,442,829.64","$278,218,981,269.12" 
"11/09/2020","","","$108,548,088,282.47","$172,948,826,857.73","$281,496,915,140.20" 
"11/06/2020","","","$109,350,503,590.38","$173,765,491,018.39","$283,115,994,608.77" 
"11/05/2020","","","$112,347,452,467.41","$179,883,054,100.46","$292,230,506,567.87" 
"11/04/2020","","","$110,680,560,621.02","$183,747,460,558.76","$294,428,021,179.78" 
"11/03/2020","","","$115,882,129,181.86","$177,889,272,479.30","$293,771,401,661.16" 
"11/02/2020","","","$115,830,149,757.71","$176,925,525,647.21","$292,755,675,404.92" 
"10/30/2020","","","$103,585,716,646.91","$166,592,868,946.51","$270,178,585,593.42" 
"10/29/2020","","","$104,523,141,841.73","$163,014,702,918.74","$267,537,844,760.47" 
"10/28/2020","","","$106,614,813,130.03","$168,646,795,675.22","$275,261,608,805.25" 
"10/27/2020","","","$104,595,468,101.89","$169,983,905,836.64","$274,579,373,938.53" 
"10/26/2020","","","$106,316,829,826.32","$164,329,511,844.55","$270,646,341,670.87" 
"10/23/2020","","","$106,437,176,533.22","$162,085,018,724.78","$268,522,195,258.00" 
"10/22/2020","","","$111,634,272,716.99","$155,041,692,404.26","$266,675,965,121.25" 
"10/21/2020","","","$109,360,138,411.20","$169,835,335,657.09","$279,195,474,068.29" 
"10/20/2020","","","$107,000,506,658.00","$162,540,483,969.17","$269,540,990,627.17" 
"10/19/2020","","","$108,240,899,416.37","$164,848,662,967.23","$273,089,562,383.60" 
"10/16/2020","","","$109,533,305,441.41","$167,714,360,370.18","$277,247,665,811.59" 
"10/15/2020","","","$110,222,962,491.58","$171,422,602,333.07","$281,645,564,824.65" 
"10/14/2020","","","$104,558,500,417.27","$167,588,523,688.59","$272,147,024,105.86" 
"10/13/2020","","","$105,108,333,895.16","$170,079,301,962.31","$275,187,635,857.47" 
"10/09/2020","","","$107,517,820,335.55","$165,561,105,310.78","$273,078,925,646.33" 
"10/08/2020","","","$109,358,255,941.61","$166,969,096,395.97","$276,327,352,337.58" 
"10/07/2020","","","$114,899,884,084.02","$166,794,506,896.43","$281,694,390,980.45" 
"10/06/2020","","","$114,553,885,736.52","$166,670,085,858.48","$281,223,971,595.00" 
"10/05/2020","","","$117,387,079,712.55","$166,848,694,209.43","$284,235,773,921.98" 
"10/02/2020","","","$119,056,122,495.61","$169,785,424,743.81","$288,841,547,239.42" 
"10/01/2020","","","$127,215,602,385.77","$177,143,989,553.28","$304,359,591,939.05" 
"9/30/2020","","","$144,804,642,742.27","$215,217,220,439.87","$360,021,863,182.14" 
"9/29/2020","","","$116,492,213,274.96","$181,848,170,089.86","$298,340,383,364.82" 
"9/28/2020","","","$109,294,357,197.03","$171,177,976,077.94","$280,472,333,274.97" 
"9/25/2020","","","$108,058,021,550.18","$174,656,986,391.84","$282,715,007,942.02" 
"9/24/2020","","","$110,403,927,584.33","$160,709,485,389.81","$271,113,412,974.14" 
"9/23/2020","","","$109,999,398,943.58","$154,970,157,275.46","$264,969,556,219.04" 
"9/22/2020","","","$109,819,631,411.01","$168,779,961,360.88","$278,599,592,771.89" 
"9/21/2020","","","$107,807,031,626.13","$152,367,712,113.60","$260,174,743,739.73" 
"9/18/2020","","","$109,505,813,680.16","$156,662,126,891.71","$266,167,940,571.87" 
"9/17/2020","","","$111,233,704,554.56","$158,647,627,562.96","$269,881,332,117.52" 
"9/16/2020","","","$113,125,669,059.10","$156,701,906,278.56","$269,827,575,337.66" 
"9/15/2020","","","$113,222,481,718.16","$166,933,267,794.81","$280,155,749,512.97" 
"9/14/2020","","","$109,822,109,087.63","$163,490,436,755.42","$273,312,545,843.05" 
"9/11/2020","","","$107,237,260,080.98","$165,430,845,340.82","$272,668,105,421.80" 
"9/10/2020","","","$106,614,954,721.62","$163,307,774,548.49","$269,922,729,270.11" 
"9/09/2020","","","$112,166,977,760.74","$162,098,814,678.94","$274,265,792,439.68" 
"9/08/2020","","","$114,275,781,325.76","$164,475,694,697.31","$278,751,476,023.07" 
"9/04/2020","","","$110,846,181,124.60","$162,453,904,228.35","$273,300,085,352.95" 
"9/03/2020","","","$115,537,168,198.99","$165,642,857,503.79","$281,180,025,702.78" 
"9/02/2020","","","$112,754,725,941.58","$177,892,527,969.62","$290,647,253,911.20" 
"9/01/2020","","","$114,740,301,118.55","$178,052,706,916.19","$292,793,008,034.74" 
"8/31/2020","","","$103,238,978,128.64","$176,610,516,771.27","$279,849,494,899.91" 
"8/28/2020","","","$124,168,606,773.58","$149,844,380,845.17","$274,012,987,618.75" 
"8/27/2020","","","$112,686,081,521.32","$152,932,308,128.29","$265,618,389,649.61" 
"8/26/2020","","","$116,492,693,076.38","$177,993,805,487.24","$294,486,498,563.62" 
"8/25/2020","","","$115,994,946,436.14","$173,909,992,683.68","$289,904,939,119.82" 
"8/24/2020","","","$121,847,169,808.50","$170,315,388,855.66","$292,162,558,664.16" 
"8/21/2020","","","$119,721,199,334.64","$172,939,233,397.48","$292,660,432,732.12" 
"8/20/2020","","","$123,084,038,912.73","$172,875,512,814.43","$295,959,551,727.16" 
"8/19/2020","","","$122,615,246,992.60","$172,475,950,888.43","$295,091,197,881.03" 
"8/18/2020","","","$123,594,161,681.93","$178,870,610,845.29","$302,464,772,527.22" 
"8/17/2020","","","$127,665,134,661.88","$170,744,032,800.67","$298,409,167,462.55" 
"8/14/2020","","","$117,170,572,906.45","$175,629,635,750.86","$292,800,208,657.31" 
"8/13/2020","","","$117,593,800,285.04","$175,217,738,202.39","$292,811,538,487.43" 
"8/12/2020","","","$118,816,771,563.61","$176,086,087,642.04","$294,902,859,205.65" 
"8/11/2020","","","$116,627,728,902.61","$179,185,553,984.44","$295,813,282,887.05" 
"8/10/2020","","","$118,726,117,900.87","$177,943,654,109.01","$296,669,772,009.88" 
TRAILER,1247,,,,
